city,variable,lead_days,model,mae,rmse,bias,n
Raipur,rainfall,2,gfs,0.651,1.3094,0.1567,1008
Raipur,rainfall,2,icon,0.7496,1.5167,-0.002,1008
Raipur,rainfall,3,ecmwf,0.8188,1.4814,-0.1014,1008
Raipur,rainfall,3,gem,0.9501,2.1342,-0.0281,1008
Raipur,rainfall,3,gfs,0.6761,1.5785,0.2318,1008
Raipur,rainfall,3,icon,0.698,1.4688,0.0625,1008
Raipur,temperature,1,ecmwf,0.8793,1.1657,0.4743,1008
Raipur,temperature,1,gem,1.6012,1.9559,1.4609,1008
Raipur,temperature,1,gfs,1.3965,1.823,0.6777,1008
Raipur,temperature,1,icon,1.0296,1.3589,0.6488,1008
Raipur,temperature,2,ecmwf,1.0395,1.3636,0.6444,1008
Raipur,temperature,2,gem,1.6876,2.0256,1.4896,1008
Raipur,temperature,2,gfs,1.8638,2.3323,1.5273,1008
Raipur,temperature,2,icon,1.2231,1.6229,0.9229,1008
Raipur,temperature,3,ecmwf,1.1613,1.5394,0.5694,1008
Raipur,temperature,3,gem,1.6669,2.0277,1.4415,1008
Raipur,temperature,3,gfs,1.7183,2.1978,1.3143,1008
Raipur,temperature,3,icon,1.2509,1.6672,0.838,1008
Raipur,wind_speed,1,ecmwf,2.2994,3.0255,-1.1702,1008
Raipur,wind_speed,1,gem,4.8752,5.834,-3.4425,1008
Raipur,wind_speed,1,gfs,6.902,7.854,-6.7298,1008
Raipur,wind_speed,1,icon,3.0462,3.7465,2.5712,1008
Raipur,wind_speed,2,ecmwf,3.1296,3.9582,-1.9052,1008
Raipur,wind_speed,2,gem,4.6746,5.7298,-3.4198,1008
Raipur,wind_speed,2,gfs,6.5668,7.5763,-6.2932,1008
Raipur,wind_speed,2,icon,2.9688,3.7299,2.3227,1008
Raipur,wind_speed,3,ecmwf,3.6632,4.4547,-2.5061,1008
Raipur,wind_speed,3,gem,5.0779,6.1979,-3.9882,1008
Raipur,wind_speed,3,gfs,5.2615,6.4132,-4.6159,1008
Raipur,wind_speed,3,icon,3.5146,4.3883,2.7066,1008
Ranchi,rainfall,1,ecmwf,0.5522,1.085,-0.1448,1008
Ranchi,rainfall,1,gem,0.7937,1.9976,-0.1825,1008
Ranchi,rainfall,1,gfs,0.6437,1.1989,-0.1248,1008
Ranchi,rainfall,1,icon,0.7513,2.0774,-0.2475,1008
Ranchi,rainfall,2,ecmwf,0.5699,1.0996,-0.0648,1008
Ranchi,rainfall,2,gem,0.9131,2.0563,-0.2921,1008
Ranchi,rainfall,2,gfs,0.7163,1.3636,-0.2188,1008
Ranchi,rainfall,2,icon,0.585,1.2995,-0.0043,1008
Ranchi,rainfall,3,ecmwf,0.6094,1.1504,-0.0779,1008
Ranchi,rainfall,3,gem,0.9039,1.8658,-0.2892,1008
Ranchi,rainfall,3,gfs,0.8408,1.9903,-0.3412,1008
Ranchi,rainfall,3,icon,0.5618,1.1699,0.0517,1008
Ranchi,temperature,1,ecmwf,0.683,0.9436,0.3122,1008
Ranchi,temperature,1,gem,1.0336,1.3663,0.608,1008
Ranchi,temperature,1,gfs,0.9843,1.3468,-0.3587,1008
Ranchi,temperature,1,icon,0.7747,1.0751,0.2436,1008
Ranchi,temperature,2,ecmwf,0.7371,1.0033,0.2647,1008
Ranchi,temperature,2,gem,1.0932,1.4411,0.6372,1008
Ranchi,temperature,2,gfs,0.9621,1.3657,-0.0786,1008
Ranchi,temperature,2,icon,0.9164,1.2807,0.4539,1008
Ranchi,temperature,3,ecmwf,0.8165,1.0887,0.2093,1008
Ranchi,temperature,3,gem,1.006,1.3597,0.4093,1008
Ranchi,temperature,3,gfs,1.0837,1.5163,0.1802,1008
Ranchi,temperature,3,icon,0.9073,1.2834,0.4226,1008
Ranchi,wind_speed,1,ecmwf,3.0381,3.824,0.2052,1008
Ranchi,wind_speed,1,gem,3.6997,4.6325,0.0555,1008
Ranchi,wind_speed,1,gfs,4.2244,5.1877,-2.0718,1008
Ranchi,wind_speed,1,icon,3.161,3.9876,1.0753,1008
Ranchi,wind_speed,2,ecmwf,3.7243,4.711,0.5416,1008
Ranchi,wind_speed,2,gem,4.0351,5.1133,0.4379,1008
Ranchi,wind_speed,2,gfs,4.8605,6.0848,-2.3911,1008
Ranchi,wind_speed,2,icon,3.7864,4.8245,1.208,1008
Ranchi,wind_speed,3,ecmwf,4.3474,5.2948,1.4865,1008
Ranchi,wind_speed,3,gem,4.5265,5.593,1.7043,1008
Ranchi,wind_speed,3,gfs,4.9752,6.2532,-1.7978,1008
Ranchi,wind_speed,3,icon,4.4952,5.6044,1.695,1008
Shillong,rainfall,1,ecmwf,0.4397,1.4467,-0.2899,1008
Shillong,rainfall,1,gem,0.5296,1.3252,-0.2357,1008
Shillong,rainfall,1,gfs,0.4827,1.0267,-0.2218,1008
Shillong,rainfall,1,icon,0.5795,1.9393,-0.3578,1008
Shillong,rainfall,2,ecmwf,0.4855,1.661,-0.2667,1008
Shillong,rainfall,2,gem,0.518,1.2207,-0.1971,1008
Shillong,rainfall,2,gfs,0.5842,1.2313,-0.3695,1008
Shillong,rainfall,2,icon,0.5839,2.0759,-0.3371,1008
Shillong,rainfall,3,ecmwf,0.6091,1.8941,-0.3643,1008
Shillong,rainfall,3,gem,0.4459,0.9196,-0.1195,1008
Shillong,rainfall,3,gfs,0.5177,1.2726,-0.2984,1008
Shillong,rainfall,3,icon,0.6088,2.0369,-0.3747,1008
Shillong,temperature,1,ecmwf,0.8955,1.1615,0.7588,1008
Shillong,temperature,1,gem,1.2674,1.5258,1.0584,1008
Shillong,temperature,1,gfs,1.6719,1.9308,1.6184,1008
Shillong,temperature,1,icon,2.0687,2.4493,2.0601,1008
Shillong,temperature,2,ecmwf,0.9938,1.3069,0.8354,1008
Shillong,temperature,2,gem,1.2301,1.5508,0.9938,1008
Shillong,temperature,2,gfs,1.8396,2.127,1.7985,1008
Shillong,temperature,2,icon,2.0794,2.4679,2.071,1008
Shillong,temperature,3,ecmwf,0.9602,1.3104,0.7686,1008
Shillong,temperature,3,gem,1.4202,1.7227,1.2024,1008
Shillong,temperature,3,gfs,1.9088,2.2275,1.8811,1008
Shillong,temperature,3,icon,2.0068,2.3856,1.9912,1008
Shillong,wind_speed,1,ecmwf,2.3805,2.9775,-1.359,1008
Shillong,wind_speed,1,gem,2.676,3.3889,2.0075,1008
Shillong,wind_speed,1,gfs,2.8668,3.5614,0.0707,1008
Shillong,wind_speed,1,icon,2.1638,2.6906,-0.9178,1008
Shillong,wind_speed,2,ecmwf,2.643,3.2883,-1.4769,1008
Shillong,wind_speed,2,gem,2.6676,3.372,1.8695,1008
Shillong,wind_speed,2,gfs,2.8349,3.5468,0.3764,1008
Shillong,wind_speed,2,icon,2.2139,2.7329,-0.5306,1008
Shillong,wind_speed,3,ecmwf,2.5242,3.1732,-0.7879,1008
Shillong,wind_speed,3,gem,2.6239,3.453,1.7699,1008
Shillong,wind_speed,3,gfs,2.8195,3.6112,0.5283,1008
Shillong,wind_speed,3,icon,2.2229,2.7155,-0.1057,1008
Shimla,rainfall,1,ecmwf,0.3049,0.6364,-0.036,1008
Shimla,rainfall,1,gem,0.7686,1.9791,-0.4505,1008
Shimla,rainfall,1,gfs,0.4127,1.3401,-0.1456,1008
Shimla,rainfall,1,icon,0.4384,1.1582,-0.133,1008
Shimla,rainfall,2,ecmwf,0.4256,0.9376,-0.1708,1008
Shimla,rainfall,2,gem,0.59,1.2639,-0.2858,1008
Shimla,rainfall,2,gfs,0.4887,1.646,-0.1919,1008
Shimla,rainfall,2,icon,0.4092,0.8265,-0.1138,1008
Shimla,rainfall,3,ecmwf,0.4734,1.109,-0.1929,1008
Shimla,rainfall,3,gem,0.7065,1.4306,-0.3915,1008
Shimla,rainfall,3,gfs,0.5087,1.2416,-0.2177,1008
Shimla,rainfall,3,icon,0.3728,0.864,-0.0911,1008
Shimla,temperature,1,ecmwf,1.099,1.4143,0.5833,1008
Shimla,temperature,1,gem,1.0926,1.4399,-0.2247,1008
Shimla,temperature,1,gfs,0.9,1.2455,0.1063,1008
Shimla,temperature,1,icon,1.0775,1.3005,-0.6428,1008
Shimla,temperature,2,ecmwf,1.1603,1.5131,0.6958,1008
Shimla,temperature,2,gem,1.0979,1.44,-0.2422,1008
Shimla,temperature,2,gfs,0.9694,1.3675,0.0437,1008
Shimla,temperature,2,icon,1.0706,1.2851,-0.5157,1008
Shimla,temperature,3,ecmwf,1.2062,1.5559,0.7339,1008
Shimla,temperature,3,gem,1.106,1.4599,-0.1379,1008
Shimla,temperature,3,gfs,1.0948,1.5175,0.1308,1008
Shimla,temperature,3,icon,1.0787,1.3135,-0.4642,1008
Shimla,wind_speed,1,ecmwf,2.0807,2.6851,0.664,1008
Shimla,wind_speed,1,gem,2.6442,3.6901,2.1593,1008
Shimla,wind_speed,1,gfs,2.5626,3.1831,-1.16,1008
Shimla,wind_speed,1,icon,1.7604,2.3477,0.3612,1008
Shimla,wind_speed,2,ecmwf,2.2045,2.9411,0.8396,1008
Shimla,wind_speed,2,gem,2.6468,3.6609,2.1625,1008
Shimla,wind_speed,2,gfs,2.6247,3.2145,-1.1529,1008
Shimla,wind_speed,2,icon,1.8062,2.4223,0.6019,1008
Shimla,wind_speed,3,ecmwf,2.3532,3.1497,1.0907,1008
Shimla,wind_speed,3,gem,2.7335,3.8114,2.2323,1008
Shimla,wind_speed,3,gfs,2.6173,3.2975,-1.004,1008
Shimla,wind_speed,3,icon,1.9841,2.6736,0.6058,1008
Srinagar,rainfall,1,ecmwf,0.204,0.5348,0.0562,1008
Srinagar,rainfall,1,gem,0.3609,0.9509,-0.0813,1008
Srinagar,rainfall,1,gfs,0.4293,0.924,-0.1245,1008
Srinagar,rainfall,1,icon,0.3338,0.7748,-0.0739,1008
Srinagar,rainfall,2,ecmwf,0.2197,0.5638,0.0434,1008
Srinagar,rainfall,2,gem,0.2827,0.7602,0.0198,1008
Srinagar,rainfall,2,gfs,0.3897,0.8711,-0.0486,1008
Srinagar,rainfall,2,icon,0.3841,0.9747,-0.1363,1008
Srinagar,rainfall,3,ecmwf,0.2555,0.6629,0.0267,1008
Srinagar,rainfall,3,gem,0.2392,0.6701,0.04,1008
Srinagar,rainfall,3,gfs,0.3571,0.8301,-0.0363,1008
Srinagar,rainfall,3,icon,0.4047,0.9115,-0.139,1008
Srinagar,temperature,1,ecmwf,1.2352,1.5049,0.7106,1008
Srinagar,temperature,1,gem,1.9868,2.6099,-1.3041,1008
Srinagar,temperature,1,gfs,2.0644,2.683,0.2602,1008
Srinagar,temperature,1,icon,1.1805,1.5473,0.0757,1008
Srinagar,temperature,2,ecmwf,1.236,1.5925,0.5479,1008
Srinagar,temperature,2,gem,2.0124,2.6752,-1.4114,1008
Srinagar,temperature,2,gfs,2.0707,2.6831,0.2632,1008
Srinagar,temperature,2,icon,1.13,1.4595,0.1192,1008
Srinagar,temperature,3,ecmwf,1.342,1.7918,0.4559,1008
Srinagar,temperature,3,gem,2.1064,2.8222,-1.4062,1008
Srinagar,temperature,3,gfs,1.9916,2.569,0.1406,1008
Srinagar,temperature,3,icon,1.2652,1.6571,0.0436,1008
Srinagar,wind_speed,1,ecmwf,1.7701,2.3963,0.6511,1008
Srinagar,wind_speed,1,gem,1.9535,2.619,0.2686,1008
Srinagar,wind_speed,1,gfs,2.7246,3.9118,-1.5655,1008
Srinagar,wind_speed,1,icon,1.8832,2.462,0.2723,1008
Srinagar,wind_speed,2,ecmwf,1.8168,2.4015,0.5765,1008
Srinagar,wind_speed,2,gem,1.9114,2.5695,0.3709,1008
Srinagar,wind_speed,2,gfs,2.742,3.8855,-1.4805,1008
Srinagar,wind_speed,2,icon,1.9965,2.6216,0.1263,1008
Srinagar,wind_speed,3,ecmwf,1.8034,2.4167,0.8371,1008
Srinagar,wind_speed,3,gem,1.912,2.5195,0.3832,1008
Srinagar,wind_speed,3,gfs,2.7473,3.8749,-1.5791,1008
Srinagar,wind_speed,3,icon,2.0076,2.6377,0.0424,1008
Surat,rainfall,1,ecmwf,0.6427,1.9121,0.1885,1008
Surat,rainfall,1,gem,0.765,2.0775,0.2003,1008
Surat,rainfall,1,gfs,0.6286,1.8063,0.3308,1008
Surat,rainfall,1,icon,0.6635,1.8267,0.1988,1008
Surat,rainfall,2,ecmwf,0.5673,1.6971,0.3409,1008
Surat,rainfall,2,gem,0.7071,1.9013,0.3651,1008
Surat,rainfall,2,gfs,0.69,2.0781,0.1914,1008
Surat,rainfall,2,icon,0.837,2.8277,-0.0156,1008
Surat,rainfall,3,ecmwf,0.7009,1.945,0.3191,1008
Surat,rainfall,3,gem,0.7232,2.1429,0.305,1008
Surat,rainfall,3,gfs,0.631,1.7856,0.3288,1008
Surat,rainfall,3,icon,0.7263,1.866,0.0916,1008
Surat,temperature,1,ecmwf,0.5466,0.7155,0.0587,1008
Surat,temperature,1,gem,0.7339,0.9771,0.2649,1008
Surat,temperature,1,gfs,0.6882,0.9012,-0.0852,1008
Surat,temperature,1,icon,0.6707,0.8853,0.142,1008
Surat,temperature,2,ecmwf,0.6019,0.798,0.0158,1008
Surat,temperature,2,gem,0.7467,1.0215,0.2513,1008
Surat,temperature,2,gfs,0.7336,0.9575,-0.0118,1008
Surat,temperature,2,icon,0.6815,0.9132,0.1891,1008
Surat,temperature,3,ecmwf,0.6859,0.8981,-0.0179,1008
Surat,temperature,3,gem,0.7763,1.0282,0.2449,1008
Surat,temperature,3,gfs,0.7069,0.952,-0.0091,1008
Surat,temperature,3,icon,0.7398,1.0326,0.208,1008
Surat,wind_speed,1,ecmwf,4.1879,5.0044,-4.0425,1008
Surat,wind_speed,1,gem,9.1785,9.95,-8.8144,1008
Surat,wind_speed,1,gfs,10.6829,11.4894,-10.6504,1008
Surat,wind_speed,1,icon,2.7717,3.5756,1.6184,1008
Surat,wind_speed,2,ecmwf,5.5835,6.3475,-5.5062,1008
Surat,wind_speed,2,gem,9.1431,9.9856,-8.7004,1008
Surat,wind_speed,2,gfs,11.0807,11.8835,-10.9884,1008
Surat,wind_speed,2,icon,2.808,3.6607,0.9983,1008
Surat,wind_speed,3,ecmwf,6.7035,7.4806,-6.5511,1008
Surat,wind_speed,3,gem,9.0391,9.9166,-8.3617,1008
Surat,wind_speed,3,gfs,11.3752,12.1772,-11.3262,1008
Surat,wind_speed,3,icon,2.9181,3.9551,0.6665,1008
Thane,rainfall,1,ecmwf,0.5156,1.0278,0.1356,1008
Thane,rainfall,1,gem,0.8727,1.9708,0.0368,1008
Thane,rainfall,1,gfs,0.5981,1.2052,0.2747,1008
Thane,rainfall,1,icon,0.5798,1.2229,0.247,1008
Thane,rainfall,2,ecmwf,0.547,1.1361,0.1835,1008
Thane,rainfall,2,gem,0.7944,1.4371,0.1161,1008
Thane,rainfall,2,gfs,0.6308,1.2113,0.203,1008
Thane,rainfall,2,icon,0.5665,1.1803,0.2813,1008
Thane,rainfall,3,ecmwf,0.5652,1.1994,0.2279,1008
Thane,rainfall,3,gem,0.7347,1.2861,0.2714,1008
Thane,rainfall,3,gfs,0.6342,1.252,0.2257,1008
Thane,rainfall,3,icon,0.5822,1.169,0.2453,1008
Thane,temperature,1,ecmwf,0.5596,0.7628,0.0884,1008
Thane,temperature,1,gem,0.8421,1.0809,0.0661,1008
Thane,temperature,1,gfs,1.7347,1.945,-1.6226,1008
Thane,temperature,1,icon,0.9926,1.1723,-0.7632,1008
Thane,temperature,2,ecmwf,0.6471,0.8783,-0.0436,1008
Thane,temperature,2,gem,0.8105,1.0485,0.0488,1008
Thane,temperature,2,gfs,1.7019,1.9246,-1.543,1008
Thane,temperature,2,icon,1.044,1.2418,-0.7498,1008
Thane,temperature,3,ecmwf,0.6839,0.9526,-0.0478,1008
Thane,temperature,3,gem,0.8119,1.0425,-0.0647,1008
Thane,temperature,3,gfs,1.6221,1.8289,-1.4568,1008
Thane,temperature,3,icon,1.0714,1.2848,-0.629,1008
Thane,wind_speed,1,ecmwf,2.1325,2.752,-0.7206,1008
Thane,wind_speed,1,gem,3.258,4.2117,-2.2856,1008
Thane,wind_speed,1,gfs,9.7999,10.3481,-9.7753,1008
Thane,wind_speed,1,icon,2.9133,3.7057,2.1746,1008
Thane,wind_speed,2,ecmwf,2.6782,3.3252,-1.7127,1008
Thane,wind_speed,2,gem,3.4905,4.3918,-1.9946,1008
Thane,wind_speed,2,gfs,10.1502,10.7158,-10.1375,1008
Thane,wind_speed,2,icon,2.9112,3.8356,1.8775,1008
Thane,wind_speed,3,ecmwf,3.4287,4.1412,-2.1789,1008
Thane,wind_speed,3,gem,3.311,4.2692,-2.0358,1008
Thane,wind_speed,3,gfs,9.8577,10.4814,-9.6514,1008
Thane,wind_speed,3,icon,3.0779,3.919,1.837,1008
Thiruvananthapuram,rainfall,1,ecmwf,0.2659,0.5966,0.0494,1008
Thiruvananthapuram,rainfall,1,gem,0.3254,0.6663,-0.0252,1008
Thiruvananthapuram,rainfall,1,gfs,0.2511,0.6683,0.2184,1008
Thiruvananthapuram,rainfall,1,icon,0.2359,0.5817,0.156,1008
Thiruvananthapuram,rainfall,2,ecmwf,0.2667,0.6141,0.0399,1008
Thiruvananthapuram,rainfall,2,gem,0.3385,0.7028,-0.0095,1008
Thiruvananthapuram,rainfall,2,gfs,0.2478,0.6535,0.2312,1008
Thiruvananthapuram,rainfall,2,icon,0.2477,0.6066,0.1672,1008
Thiruvananthapuram,rainfall,3,ecmwf,0.2544,0.5873,0.0405,1008
Thiruvananthapuram,rainfall,3,gem,0.3238,0.677,-0.003,1008
Thiruvananthapuram,rainfall,3,gfs,0.2496,0.6601,0.2405,1008
Thiruvananthapuram,rainfall,3,icon,0.2397,0.6063,0.1813,1008
Thiruvananthapuram,temperature,1,ecmwf,0.5779,0.7945,0.2281,1008
Thiruvananthapuram,temperature,1,gem,0.8925,1.0982,-0.5746,1008
Thiruvananthapuram,temperature,1,gfs,1.0737,1.4,-0.46,1008
Thiruvananthapuram,temperature,1,icon,0.704,0.8938,-0.4252,1008
Thiruvananthapuram,temperature,2,ecmwf,0.6459,0.8318,0.2574,1008
Thiruvananthapuram,temperature,2,gem,0.91,1.1503,-0.6362,1008
Thiruvananthapuram,temperature,2,gfs,1.0892,1.4206,-0.4918,1008
Thiruvananthapuram,temperature,2,icon,0.6866,0.8723,-0.436,1008
Thiruvananthapuram,temperature,3,ecmwf,0.6746,0.8755,0.2651,1008
Thiruvananthapuram,temperature,3,gem,0.9107,1.1598,-0.679,1008
Thiruvananthapuram,temperature,3,gfs,1.1537,1.518,-0.5281,1008
Thiruvananthapuram,temperature,3,icon,0.7727,0.9646,-0.511,1008
Thiruvananthapuram,wind_speed,1,ecmwf,2.1522,2.7096,0.7407,1008
Thiruvananthapuram,wind_speed,1,gem,2.7728,3.4699,-1.374,1008
Thiruvananthapuram,wind_speed,1,gfs,2.383,3.0827,0.6443,1008
Thiruvananthapuram,wind_speed,1,icon,2.7532,3.4092,2.0302,1008
Thiruvananthapuram,wind_speed,2,ecmwf,2.4784,3.13,1.0379,1008
Thiruvananthapuram,wind_speed,2,gem,2.4949,3.1713,-0.8031,1008
Thiruvananthapuram,wind_speed,2,gfs,2.4404,3.1308,0.6082,1008
Thiruvananthapuram,wind_speed,2,icon,2.9398,3.5724,2.166,1008
Thiruvananthapuram,wind_speed,3,ecmwf,2.4416,3.1314,0.9408,1008
Thiruvananthapuram,wind_speed,3,gem,2.5555,3.2514,-0.3725,1008
Thiruvananthapuram,wind_speed,3,gfs,2.5331,3.2535,0.1704,1008
Thiruvananthapuram,wind_speed,3,icon,2.6796,3.3667,1.8853,1008
Vadodara,rainfall,1,ecmwf,0.4168,1.0401,-0.1205,1008
Vadodara,rainfall,1,gem,0.5881,1.6812,-0.219,1008
Vadodara,rainfall,1,gfs,0.5412,1.8291,-0.086,1008
Vadodara,rainfall,1,icon,0.6163,2.1324,-0.221,1008
Vadodara,rainfall,2,ecmwf,0.6356,2.0375,-0.3378,1008
Vadodara,rainfall,2,gem,0.6807,1.9475,-0.2144,1008
Vadodara,rainfall,2,gfs,0.4182,1.4343,0.1064,1008
Vadodara,rainfall,2,icon,0.5966,2.1257,-0.202,1008
Vadodara,rainfall,3,ecmwf,0.6283,2.2467,-0.2241,1008
Vadodara,rainfall,3,gem,0.5906,1.6556,-0.0896,1008
Vadodara,rainfall,3,gfs,0.3413,0.8853,0.1494,1008
Vadodara,rainfall,3,icon,0.8625,3.0475,-0.4446,1008
Vadodara,temperature,1,ecmwf,0.6415,0.8667,0.2813,1008
Vadodara,temperature,1,gem,1.1533,1.4923,0.8273,1008
Vadodara,temperature,1,gfs,1.5145,1.8301,-1.149,1008
Vadodara,temperature,1,icon,0.6811,0.9118,0.0795,1008
Vadodara,temperature,2,ecmwf,0.7118,0.9453,0.3062,1008
Vadodara,temperature,2,gem,1.2294,1.5501,0.9286,1008
Vadodara,temperature,2,gfs,1.3594,1.6654,-1.0936,1008
Vadodara,temperature,2,icon,0.7622,1.0366,0.2037,1008
Vadodara,temperature,3,ecmwf,0.8437,1.1299,0.2442,1008
Vadodara,temperature,3,gem,1.3663,1.726,0.9339,1008
Vadodara,temperature,3,gfs,1.4065,1.725,-1.098,1008
Vadodara,temperature,3,icon,0.7813,1.1283,0.2433,1008
Vadodara,wind_speed,1,ecmwf,2.7919,3.5037,-2.3335,1008
Vadodara,wind_speed,1,gem,4.2669,5.2155,-3.3429,1008
Vadodara,wind_speed,1,gfs,7.6593,8.3764,-7.5891,1008
Vadodara,wind_speed,1,icon,2.3172,3.0088,0.4939,1008
Vadodara,wind_speed,2,ecmwf,3.3048,4.2494,-2.8889,1008
Vadodara,wind_speed,2,gem,4.4961,5.4818,-3.0693,1008
Vadodara,wind_speed,2,gfs,7.8011,8.5403,-7.4358,1008
Vadodara,wind_speed,2,icon,2.5549,3.351,0.141,1008
Vadodara,wind_speed,3,ecmwf,3.794,4.6306,-3.3121,1008
Vadodara,wind_speed,3,gem,4.8091,5.8223,-3.2123,1008
Vadodara,wind_speed,3,gfs,7.8435,8.6943,-7.5885,1008
Vadodara,wind_speed,3,icon,2.5517,3.2896,-0.2269,1008
Varanasi,rainfall,1,ecmwf,0.7036,1.3746,-0.1516,1008
Varanasi,rainfall,1,gem,0.6313,1.499,0.1577,1008
Varanasi,rainfall,1,gfs,0.7198,1.8385,-0.0333,1008
Varanasi,rainfall,1,icon,0.6878,1.3699,-0.1253,1008
Varanasi,rainfall,2,ecmwf,0.7147,1.3676,-0.2129,1008
Varanasi,rainfall,2,gem,0.659,1.6662,0.0471,1008
Varanasi,rainfall,2,gfs,0.908,2.9135,-0.2189,1008
Varanasi,rainfall,2,icon,0.7221,1.4926,-0.1176,1008
Varanasi,rainfall,3,ecmwf,0.6846,1.3107,-0.0977,1008
Varanasi,rainfall,3,gem,0.769,1.913,-0.0129,1008
Varanasi,rainfall,3,gfs,0.7068,1.9438,-0.0201,1008
Varanasi,rainfall,3,icon,0.7364,1.5344,-0.0642,1008
Varanasi,temperature,1,ecmwf,1.0145,1.319,0.7407,1008
Varanasi,temperature,1,gem,1.6743,1.9929,1.3991,1008
Varanasi,temperature,1,gfs,1.8343,2.3046,-1.6137,1008
Varanasi,temperature,1,icon,0.894,1.1561,0.398,1008
Varanasi,temperature,2,ecmwf,1.22,1.4989,1.025,1008
Varanasi,temperature,2,gem,1.5731,1.9192,1.2767,1008
Varanasi,temperature,2,gfs,1.5038,1.9508,-0.8546,1008
Varanasi,temperature,2,icon,0.9982,1.2726,0.5085,1008
Varanasi,temperature,3,ecmwf,1.2149,1.5334,0.9282,1008
Varanasi,temperature,3,gem,1.7562,2.0892,1.4175,1008
Varanasi,temperature,3,gfs,1.4923,1.9136,0.0248,1008
Varanasi,temperature,3,icon,1.1451,1.4419,0.4781,1008
Varanasi,wind_speed,1,ecmwf,2.4319,3.1249,0.4851,1008
Varanasi,wind_speed,1,gem,3.7094,4.6551,-2.4146,1008
Varanasi,wind_speed,1,gfs,4.9703,6.1734,-4.3505,1008
Varanasi,wind_speed,1,icon,2.2755,2.8463,0.5594,1008
Varanasi,wind_speed,2,ecmwf,2.508,3.2248,0.5501,1008
Varanasi,wind_speed,2,gem,3.9066,4.9142,-1.9314,1008
Varanasi,wind_speed,2,gfs,5.8826,7.2182,-5.0261,1008
Varanasi,wind_speed,2,icon,2.6944,3.3424,0.4121,1008
Varanasi,wind_speed,3,ecmwf,2.93,3.852,0.6464,1008
Varanasi,wind_speed,3,gem,4.2243,5.3461,-1.8715,1008
Varanasi,wind_speed,3,gfs,6.104,7.5773,-5.1042,1008
Varanasi,wind_speed,3,icon,3.0134,3.849,0.6487,1008
Vijayawada,rainfall,1,ecmwf,0.287,0.8236,-0.09,1008
Vijayawada,rainfall,1,gem,0.2162,0.8378,0.0408,1008
Vijayawada,rainfall,1,gfs,0.1586,0.6463,0.1059,1008
Vijayawada,rainfall,1,icon,0.1702,0.6979,0.0734,1008
Vijayawada,rainfall,2,ecmwf,0.2675,0.8025,-0.0504,1008
Vijayawada,rainfall,2,gem,0.2365,0.7285,0.0067,1008
Vijayawada,rainfall,2,gfs,0.1572,0.63,0.1059,1008
Vijayawada,rainfall,2,icon,0.1653,0.6351,0.0964,1008
Vijayawada,rainfall,3,ecmwf,0.2253,0.685,-0.0126,1008
Vijayawada,rainfall,3,gem,0.2403,0.7495,0.0157,1008
Vijayawada,rainfall,3,gfs,0.1438,0.6245,0.1246,1008
Vijayawada,rainfall,3,icon,0.1686,0.6232,0.0941,1008
Vijayawada,temperature,1,ecmwf,1.2126,1.5536,0.8906,1008
Vijayawada,temperature,1,gem,1.6839,2.1014,0.146,1008
Vijayawada,temperature,1,gfs,1.4019,1.774,-0.2553,1008
Vijayawada,temperature,1,icon,1.156,1.4696,-0.453,1008
Vijayawada,temperature,2,ecmwf,1.1989,1.5302,0.7211,1008
Vijayawada,temperature,2,gem,1.8624,2.2795,0.2257,1008
Vijayawada,temperature,2,gfs,1.4394,1.7989,-0.5668,1008
Vijayawada,temperature,2,icon,1.2214,1.5988,-0.7069,1008
Vijayawada,temperature,3,ecmwf,1.2589,1.6285,0.6827,1008
Vijayawada,temperature,3,gem,1.9203,2.346,0.1013,1008
Vijayawada,temperature,3,gfs,1.4635,1.9132,-0.8425,1008
Vijayawada,temperature,3,icon,1.3308,1.7029,-0.7734,1008
Vijayawada,wind_speed,1,ecmwf,2.6118,3.3476,0.4334,1008
Vijayawada,wind_speed,1,gem,3.9424,5.2083,-1.4086,1008
Vijayawada,wind_speed,1,gfs,5.3833,6.562,-2.6891,1008
Vijayawada,wind_speed,1,icon,5.7928,6.5646,5.6783,1008
Vijayawada,wind_speed,2,ecmwf,2.9719,3.8194,0.7559,1008
Vijayawada,wind_speed,2,gem,3.8878,4.9996,-1.1876,1008
Vijayawada,wind_speed,2,gfs,5.4382,6.7219,-2.5307,1008
Vijayawada,wind_speed,2,icon,5.6568,6.475,5.5164,1008
Vijayawada,wind_speed,3,ecmwf,3.0776,3.9609,0.3155,1008
Vijayawada,wind_speed,3,gem,4.1255,5.3724,-0.9711,1008
Vijayawada,wind_speed,3,gfs,5.1154,6.3412,-2.5352,1008
Vijayawada,wind_speed,3,icon,5.5454,6.3498,5.2929,1008
Visakhapatnam,rainfall,1,ecmwf,0.3479,0.9012,0.0961,1008
Visakhapatnam,rainfall,1,gem,0.3229,0.9479,0.2636,1008
Visakhapatnam,rainfall,1,gfs,0.3263,0.9674,0.2662,1008
Visakhapatnam,rainfall,1,icon,0.3504,0.9789,0.2081,1008
Visakhapatnam,rainfall,2,ecmwf,0.3552,0.9426,0.1298,1008
Visakhapatnam,rainfall,2,gem,0.3363,0.9527,0.2657,1008
Visakhapatnam,rainfall,2,gfs,0.3237,0.9554,0.2848,1008
Visakhapatnam,rainfall,2,icon,0.3359,0.9413,0.2282,1008
